adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,isbook
False,/cgHEM9JuK7XhZXJsLHCnJmu5uQr.jpg,"{'id': 500670, 'name': 'Actually Collection', 'poster_path': None, 'backdrop_path': None}",40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",http://www.loveactually.com/,508,tt0314331,en,Love Actually,Follows seemingly unrelated people as their lives begin to intertwine while they fall in â€“ and out â€“ of love. Affections languish and develop as Christmas draws near.,24.384014999999998,/kfX8Ctin3fSZbdnjh6CXSNZUOVP.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'DNA Films', 'id': 284}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Working Title Films', 'id': 10163}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-09-07,244931766,135.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}, {'iso_639_1': 'pt', 'name': 'PortuguÃªs'}]",Released,The ultimate romantic comedy.,Love Actually,False,7.0,2306,0
False,/XwBS9PO7iC2gB0C6ZtlhAaMLat.jpg,,35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://focusfeatures.com/phantom-thread,400617,tt5776858,en,Phantom Thread,"In the glamour of 1950s post-war London, renowned dressmaker Reynolds Woodcock and his sister Cyril are at the center of British fashion. Women come and go through Woodcockâ€™s life, providing the confirmed bachelor with inspiration and companionship, until he comes across a young, strong-willed woman, Alma, who soon becomes a fixture in his life as his muse and lover. Once controlled and planned, he finds his carefully tailored life disrupted by love.",24.359663,/yZ8j8xKk2xQ1d88hB8YG6LZfRQj.jpg,"[{'name': 'Ghoulardi Film Company', 'id': 178}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Annapurna Pictures', 'id': 13184}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-12-25,11387659,130.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Phantom Thread,False,7.5,57,0
False,/39jfRKSZZlHxfrdZOsR4R80gVoc.jpg,"{'id': 96676, 'name': 'Never Back Down Collection', 'poster_path': '/2srb1k1nAPHk7lzpheLK8e76Clp.jpg', 'backdrop_path': '/f069jw6rYHIWfypDjzQvODuGSz8.jpg'}",20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",http://www.neverbackdownthemovie.com/,8456,tt1023111,en,Never Back Down,"Rebellious Jake Tyler is lured into an ultimate underground fight Scene at his new high school, after receiving threats to the safety of his friends and family Jake decides to seek the mentoring of a veteran fighter who trains him for one final no-holds-barred elimination fight with his nemesis and local martial arts champion Ryan McCarthy.",24.356448,/6vT35MJ67U3llfi6W7MbM5r2dav.jpg,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Mandalay Pictures', 'id': 551}, {'name': 'Baumgarten Management and Productions (BMP)', 'id': 23423}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-03-04,41627431,115.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Win or lose... Everyone has their fight.,Never Back Down,False,6.5,645,0
False,/jEcmZhtJkZQc6ta2vzBd9CU7GIx.jpg,"{'id': 87118, 'name': 'Cars Collection', 'poster_path': '/uq3N2SFj1Y06zA6LzCQPkmBdaaE.jpg', 'backdrop_path': '/yPyhZ5OpYs68Bb8u0PZ1tH0QIgd.jpg'}",200000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",http://www.disney.go.com/cars/,49013,tt1216475,en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,24.344413,/AblhtULOVtrkSnFxRPQ8gBemxw9.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-06-11,559852396,106.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': 'æ—¥æœ¬èªž'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}]",Released,Ka-ciao!,Cars 2,False,5.8,2504,0
False,/eBcjJY0o7GErxmm8SYpslvtjRyM.jpg,,70000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.battlela.com,44943,tt1217613,en,Battle: Los Angeles,"The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.",24.342693,/eduBDZvRNGxvqsBgfzxyBgWMKlE.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Original Film', 'id': 333}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-03-08,202466756,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's not war. It's survival.,Battle: Los Angeles,False,5.5,1627,0
False,/64xHK6gmw3ZwIpjeSWZ7W686J5l.jpg,,13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://misssloanemovie.com/,376290,tt4540710,en,Miss Sloane,An ambitious lobbyist faces off against the powerful gun lobby in an attempt to pass gun control legislation.,24.325405,/lPgISoC37G3E2QEVtSuJ15oYlI.jpg,"[{'name': 'France 2 CinÃ©ma', 'id': 83}, {'name': 'Canal+', 'id': 5358}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'CinÃ©+', 'id': 10611}, {'name': 'Transfilm', 'id': 48188}, {'name': 'France TÃ©lÃ©visions Distribution', 'id': 54226}, {'name': 'Archery Pictures', 'id': 85823}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-11-25,9101546,132.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Make sure you surprise them.,Miss Sloane,False,7.3,480,0
False,/xRqsFFteJrvLHxswk78NzU7zOrU.jpg,,878000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,289,tt0034583,en,Casablanca,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",24.325184,/wOBKAoUJZb5qTsWv5XXvVV2vUzz.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1942-11-26,10462500,102.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,They had a date with fate in Casablanca!,Casablanca,False,8.0,1729,0
False,/yQWiRYbsO0ceVm6EJ7TUaFXbYx1.jpg,,110000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",,2024,tt0187393,en,The Patriot,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",24.31227,/tgXOraQmKatqrVs2KMgnNn6QpO.jpg,"[{'name': 'Centropolis Entertainment', 'id': 347}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Global Entertainment Productions GmbH & Company Medien KG', 'id': 9269}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-06-28,215294342,165.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some things are worth fighting for.,The Patriot,False,6.9,1336,0
False,/yr9ZWlNyR8Yz43q5gv2YZPt4Bbw.jpg,"{'id': 64751, 'name': 'Crank Collection', 'poster_path': '/wmUzRqcAi0KOW7sqnaAvEQtM8l.jpg', 'backdrop_path': '/cziWkSXQG3Vul0l3Mu2sOXLS1dC.jpg'}",20000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",http://www.crank2.com/,15092,tt1121931,en,Crank: High Voltage,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,24.280911,/6WLcJkIwyycyUDDfZ5VWU1TcLwF.jpg,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Radical Media', 'id': 11152}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-04-16,34560577,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Stay Charged, Stay Alive!",Crank: High Voltage,False,5.9,997,0
False,/cYd3PL27r0KJa9Pa4A5lfUr58Yg.jpg,,28000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",http://www.dawnofthedeadmovie.net/,924,tt0363547,en,Dawn of the Dead,"A group of surviving people take refuge in a shopping center after the world has been over taken over by aggressive, flesh-eating zombies. A remake of the 1978 zombie film of the same name.",24.251479,/yfqsgzW6AQYmBjIEIq0y9EB1Rgl.jpg,"[{'name': 'New Amsterdam Entertainment', 'id': 572}, {'name': 'Strike Entertainment', 'id': 655}, {'name': 'Metropolitan Filmexport', 'id': 656}, {'name': 'Toho-Towa', 'id': 657}, {'name': 'Cruel and Unusual Films', 'id': 78685}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-03-19,102356381,101.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"When the undead rise, civilization will fall.",Dawn of the Dead,False,6.8,1249,0
False,/9292R222w18nMIG9iRx92b0ez2.jpg,,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,160588,tt2334873,en,Blue Jasmine,"Jasmine French used to be on the top of the heap as a New York socialite, but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. Unfortunately, it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own.",24.246904999999998,/tXzOAeub5ZaxGv9vkJLtU0aNenl.jpg,"[{'name': 'Gravier Productions', 'id': 1824}, {'name': 'Perdido Productions', 'id': 12966}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-07-25,99206215,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Blue Moon. I used to know the words. Now they're all a jumble.,Blue Jasmine,False,7.0,1333,0
False,/oZRsdp7H8ZIvo4ZH4IDOLpPjlMI.jpg,,50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}]",http://www.sweeneytoddmovie.com/,13885,tt0408236,en,Sweeney Todd: The Demon Barber of Fleet Street,"The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",24.224059,/v2pOGxz1wi3plr9aT0zScH6Em4X.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'DreamWorks Pictures', 'id': 7293}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Zanuck Company, The', 'id': 20004}, {'name': 'Parkes+MacDonald Image Nation', 'id': 49325}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-20,152000000,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Never Forget. Never Forgive.,Sweeney Todd: The Demon Barber of Fleet Street,False,7.0,2095,0
False,/s41Er80jGJf3tNkgYHxUCttjmwv.jpg,"{'id': 17255, 'name': 'Resident Evil Collection', 'poster_path': '/bqnMPsZr9vhjJIwLxc3XzHkYORM.jpg', 'backdrop_path': '/8utTJ9WoQeYcZ0Ztciv6auqwLXl.jpg'}",33000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.sonypictures.com/movies/residentevil/index.html,1576,tt0120804,en,Resident Evil,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",24.181923,/5jdvEi57WBGuI5n2drG8FLAbYDp.jpg,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Davis-Films', 'id': 342}, {'name': 'New Legacy', 'id': 939}, {'name': 'Screen Gems', 'id': 3287}, {'name': 'Constantin Film Produktion', 'id': 5755}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-03-15,102984862,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A secret experiment. A deadly virus. A fatal mistake.,Resident Evil,False,6.4,2401,0
False,/GRyynLqafMrLFMHqvfGdUweavA.jpg,"{'id': 217704, 'name': 'The Vampire Chronicles', 'poster_path': '/1Iop0dywqQeD5Mm7oRVR8vZ8gkj.jpg', 'backdrop_path': '/5margBoJC97ZrciVpAUc0PiY6Rc.jpg'}",60000000,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",,628,tt0110148,en,Interview with the Vampire,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",24.178191,/hldXwwViSfHJS0kIJr07KBGmHJI.jpg,"[{'name': 'Geffen Pictures', 'id': 360}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-11-11,223664608,123.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}]",Released,Drink from me and live forever,Interview with the Vampire,False,7.2,1856,0
False,/qkZBinTw24t062Ygd6W2zeok5va.jpg,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",,470114,tt5442456,en,24 Hours to Live,An assassin seeks redemption after being given a second chance at life.,24.171371,/w0MXP33x1bq48TDC7IaNqQ8nxcc.jpg,"[{'name': 'Thunder Road Pictures', 'id': 3528}, {'name': 'Film Afrika Worldwide', 'id': 4792}, {'name': 'Fundamental Films', 'id': 55244}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'CN', 'name': 'China'}]",2017-10-26,0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Contracted to kill. Fighting to survive.,24 Hours to Live,False,5.2,56,0
False,/cU3goO0TMNDWxgDwILAARyiblXK.jpg,"{'id': 5039, 'name': 'Rambo Collection', 'poster_path': '/feGOEOVrOLyjtEnVa88rQLgD3XY.jpg', 'backdrop_path': '/Yt2ZxbJv2HM842B6FNMr59Vhyb.jpg'}",15000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",,1368,tt0083944,en,First Blood,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, the Vietnam vet snaps, runs for the hills and rat-a-tat-tats his way into the action-movie hall of fame. Hounded by a relentless sheriff, Rambo employs heavy-handed guerilla tactics to shake the cops off his tail.",24.144082,/bbYNNEGLXrV3lJpHDg7CKaPscCb.jpg,"[{'name': 'Orion Pictures', 'id': 41}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1982-10-22,125212904,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This time he's fighting for his life.,First Blood,False,7.2,1784,0
False,/k91Dag8AZbhjIJqrtf7F1bQnGPg.jpg,,31500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",http://www.apocalypsenow.com,28,tt0078788,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",24.139376000000002,/jcvJ2xcVWU9Wh0hZAxcs103s8nN.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Zoetrope Studios', 'id': 26663}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1979-08-15,89460381,153.0,"[{'iso_639_1': 'km', 'name': ''}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}, {'iso_639_1': 'vi', 'name': 'Tiáº¿ng Viá»‡t'}]",Released,This is the end...,Apocalypse Now,False,8.1,2536,0
False,/z1ePpG598FI2az9fZrvHmKbV5Tz.jpg,,80000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,4147,tt0257044,en,Road to Perdition,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",24.096911,/jn0GH8klINSQtRNifY8W2Kv4ajl.jpg,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'The Zanuck Company', 'id': 80}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-07-12,181001478,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Pray for Michael Sullivan.,Road to Perdition,False,7.3,1308,0
False,/t6TL7V9IsT4Ktx6YO8b1UYj3agd.jpg,,69000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",http://www.thebaywatchmovie.com/,339846,tt1469304,en,Baywatch,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",24.076535999999997,/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Montecito Picture Company, The', 'id': 4607}, {'name': 'Flynn Picture Company', 'id': 34081}, {'name': 'Fremantle Productions', 'id': 62029}, {'name': 'Seven Bucks Productions', 'id': 73669}, {'name': 'Skydance Media', 'id': 82819}, {'name': 'Uncharted', 'id': 90835}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-05-12,177856751,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Don't worry, summer is coming",Baywatch,False,6.1,2552,0
False,/kxRYuGjccUCR1M0ZuG1TbzkMb7Y.jpg,,130000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",http://www.kingdomofheavendvd.com/,1495,tt0320661,en,Kingdom of Heaven,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",24.051652,/aB4urkgTxBURJMUkd0kceDD7FUM.jpg,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Kanzaman', 'id': 4169}, {'name': 'Dune Films', 'id': 19477}, {'name': 'BK', 'id': 19478}, {'name': 'KOH', 'id': 19479}, {'name': 'Reino del Cielo', 'id': 19480}, {'name': 'Inside Track 3', 'id': 19482}, {'name': 'Calle Cruzada', 'id': 19483}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'MA', 'name': 'Morocco'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-05-03,211643158,144.0,"[{'iso_639_1': 'ar', 'name': 'Ø§Ù„Ø¹Ø±Ø¨ÙŠØ©'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",Kingdom of Heaven,False,6.6,1420,0
False,/v3RnhCEMu9MVxA5aHWPgVzFGdSG.jpg,,75000000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,10555,tt0307453,en,Shark Tale,"Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship.",24.039284,/zSHqX4qklYrHMEcv2GiHG5UwVsz.jpg,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Pacific Data Images (PDI)', 'id': 520}, {'name': 'DreamWorks Animation', 'id': 521}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-09-20,367275019,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The story of what happens when one little fish tells a great white lie...,Shark Tale,False,5.8,2005,0
False,/sYydx5Q6qxdATbrj7imghCz0KEj.jpg,"{'id': 87236, 'name': 'Mulan Collection', 'poster_path': '/1fjZKATXsAKvtO6uJqCiNL5u4mK.jpg', 'backdrop_path': '/zruSw8cPMrB753gisLZcbHISS8x.jpg'}",90000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",,10674,tt0120762,en,Mulan,"A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang.",24.035482000000002,/eruhq6kmjV7wopA7GjNDHrmAl89.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Feature Animation', 'id': 10217}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-06-18,304320254,88.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': 'æ™®é€šè¯�'}]",Released,"This time, the princess saves the prince.",Mulan,False,7.7,2648,0
False,/zf7L87ZS2cXjaRT5d3ibIUaJvoo.jpg,"{'id': 86105, 'name': 'American Psycho Collection', 'poster_path': '/ko4O9lcRGYOZAF5Hh79Mfsgjpun.jpg', 'backdrop_path': '/5nrkaUQe4m3FLYJrFPGnkMGeQXD.jpg'}",7000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,1359,tt0144084,en,American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",24.007992,/qXsylPM4Lr5397R3eHrfqHhTUNc.jpg,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Edward R. Pressman Film', 'id': 6455}, {'name': 'Muse Productions', 'id': 15231}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-04-13,34266564,102.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}, {'iso_639_1': 'cn', 'name': 'å¹¿å·žè¯� / å»£å·žè©±'}]",Released,I think my mask of sanity is about to slip.,American Psycho,False,7.3,2581,0
False,/3igy0yH1ihCBbvzWo2AeldRzbSg.jpg,,30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",,112205,tt2404311,en,The Family,"The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",24.006791,/9Qnug9QrwUCQhd7dSfGJfJMO1zS.jpg,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Grive Productions', 'id': 6877}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'TF1', 'id': 22123}, {'name': 'Malavita', 'id': 31824}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-09-13,36894225,111.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some call it organized crime. Others call it family.,The Family,False,6.1,1208,0
False,/tVi83ttAeyMJinYpy6xfgJSpzvP.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,11216,tt0095765,it,Nuovo Cinema Paradiso,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",24.001755,/xKAweeF2ZPMNn6ce4GclSbr59Pv.jpg,"[{'name': 'Rai Tre Radiotelevisione Italiana', 'id': 10209}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1988-11-17,11990401,124.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"A celebration of youth, friendship, and the everlasting magic of the movies.",Cinema Paradiso,False,8.3,1030,0
False,/kamIvkwKZUdUgxtudMThuY8EiJ4.jpg,,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",http://www.focusfeatures.com/the_place_beyond_the_pines,97367,tt1817273,en,The Place Beyond the Pines,"A motorcycle stunt rider considers committing a crime in order to provide for his wife and child, an act that puts him on a collision course with a cop-turned-politician.",23.995288000000002,/cdsRBoAditFXVhSr8SgnJ2WTBkX.jpg,"[{'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Electric City Entertainment', 'id': 8600}, {'name': 'Verisimilitude', 'id': 22632}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-03-20,35485608,140.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]",Released,If you ride like lightning you're gonna crash like thunder,The Place Beyond the Pines,False,6.8,1939,0
